ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,target,prediction,prediction_proba
3907.575751325607,F,Ship,4.23143501399457,5.4356485135751464,196.4870118530112,3.3634348462603287,low,9.1198909234475,5222.914103617402,0.027849859285833334,F,M,0.565
2972.1111675181737,C,Ship,4.511199230350831,4.432347013950437,194.6292709715579,3.261131153445874,high,37.87784465030043,961.8496272843064,1.1267472168103767,M,F,0.36
6085.791175018841,F,Ship,3.203739550362185,5.290359995500516,148.9788249551136,3.7529851314705556,low,12.96691511785805,6624.512403082808,0.08327656003258302,F,F,0.325
5123.9143716818235,D,Ship,3.37339509004255,3.610466843195857,239.3418169320035,7.02495732529365,low,7.4025912609710725,5790.97363887835,1.1665327431644277,F,M,0.64
11019.904207810678,F,Ship,3.3826734734242776,4.925218758101601,208.68188207179742,2.8203435201313165,medium,14.254932351733988,5147.127206243068,1.0712916732097062,F,F,0.41
3428.5774278196127,D,Ship,4.278109633454601,2.0395287638953215,189.049269240681,3.513480802349948,low,12.134182551203194,4214.286231250635,0.9198166729953433,M,M,0.605
1155.9389347406434,F,Ship,4.050312861255885,4.077109048978437,243.4680977628856,3.885918294927606,high,63.68789365435848,3271.774233306789,1.1857556655746504,M,M,0.56
6779.3134401684865,F,Flight,4.048671972947228,5.780435587268843,118.38942049163055,3.4601557407756784,medium,17.440928326283107,4710.901905522169,1.0710385895362917,M,F,0.485
5584.534192262464,C,Ship,3.143561183754396,3.1818329740118863,164.98457988497225,3.4314364436407567,medium,15.52033815762798,4655.244324513115,1.2892934511285525,M,F,0.43
6136.864652530549,F,Ship,4.4242809952019275,2.4427075298358645,146.25571595196737,2.8821340095681753,medium,11.205536757169572,6221.463744547471,1.1350873672201212,M,F,0.465
8910.599555948138,A,Ship,3.557880266058463,4.331999847511773,276.93786786332305,2.1512359925248714,medium,10.2378467124266,5135.115080023648,1.1448002378178315,M,M,0.58
10334.576430964064,D,Ship,5.102355809912464,2.320876929026451,250.06919520458172,2.1381237632189576,medium,5.229402165368404,6177.494018231344,0.02219175649699187,F,M,0.515
10787.140096226689,B,Ship,3.179338399807235,1.948323316646835,268.3325467991129,2.170154520957305,low,3.6506298990694543,4547.054969024418,-0.05820316814423371,F,F,0.47
780.0078102103398,A,Road,2.245076068396979,2.5959427253357803,162.13407013880652,3.3250406050223558,low,70.80768925616907,1905.0099039078968,1.1006943549564085,M,F,0.355
9080.59828999236,F,Ship,5.655013393161774,4.976705143745704,260.8431134544521,5.177454858657658,low,4.914109380791576,1947.1660768437207,0.2183614913044037,F,M,0.595
2528.3984429986376,B,Road,5.188654151526628,5.235698249266793,255.01972556571727,3.6150360558309806,medium,24.227348949100126,2687.7015939786115,1.048117974050359,M,F,0.395
5899.402002418764,F,Flight,3.565430958362196,2.278262105598981,205.38312736179782,2.4571207809104005,low,15.64042885792297,5534.824981379126,0.8775872002551401,M,F,0.43
9915.051061937851,F,Ship,3.2427730091583857,5.704175873607941,157.18818667977825,3.1776412839518455,medium,9.03663748411952,6383.469417386918,0.1212883486448313,F,F,0.355
3073.574750008599,C,Ship,4.257184984525306,1.40760846029046,294.0682293458606,4.05654515982741,low,60.81979664189948,4115.875006824716,1.0658207004795186,F,M,0.565
2772.9897777959036,F,Ship,3.212323015903796,1.7012347031637363,236.43947092462176,3.250711015308687,medium,53.68958081949502,3207.608608041581,1.1219621511042874,M,F,0.385
5249.908281356007,F,Ship,3.290788291999978,1.1463319049481753,211.4263868192901,5.045506716562592,medium,-1.3235270149372544,5801.602878189235,1.3089303630874172,M,F,0.43
4370.438068594651,F,Ship,3.0829062693917906,5.6834106120173775,167.53690234903686,2.571835926897269,medium,9.033973654690385,1962.2270451655143,1.103813291433025,F,F,0.49
11213.480664022556,C,Ship,3.3039923572519787,4.354102312215969,184.26169757110225,3.806951002932555,low,7.158882928015207,6139.279945373517,1.1906184200935077,M,F,0.365
7544.743400309788,D,Ship,3.1141228206454077,5.450588848354394,150.38648087391792,3.306332557043174,low,19.14802948163084,5101.873813078811,0.2183865517763251,F,M,0.55
